Município: GUARANTA DO NORTE, (null), Latitude: None, Longitude: None
Município: CANDIDO SALES, BA, Latitude: -15.5037649, Longitude: -41.2391141
Município: BOM JESUS DA LAPA, BA, Latitude: -13.2498754, Longitude: -43.4101019
Município: BOA NOVA, BA, Latitude: -14.365907, Longitude: -40.2063056
Município: ANDARAI, BA, Latitude: -12.8059674, Longitude: -41.3322919
Município: BELMONTE, BA, Latitude: -15.8630837, Longitude: -38.8792845
Município: ANGICAL, BA, Latitude: -12.005623, Longitude: -44.7000236
Município: ANTAS, BA, Latitude: -10.4114649, Longitude: -38.3308815
Município: ANTONIO CARDOSO, BA, Latitude: -12.4363122, Longitude: -39.1200307
Município: ARACI, BA, Latitude: -11.3390214, Longitude: -38.9586849
Município: ARAMARI, BA, Latitude: -12.0907897, Longitude: -38.4985065
Município: ARATACA, BA, Latitude: -15.2617424, Longitude: -39.4122943
Município: AURELINO LEAL, BA, Latitude: -14.3167137, Longitude: -39.3256107
Município: BAIANOPOLIS, BA, Latitude: -12.3067564, Longitude: -44.5383591
Município: BAIXA GRANDE, BA, Latitude: -11.9630941, Longitude: -40.1657537
Município: BARRA, BA, Latitude: -11.0892702, Longitude: -43.1420453
Município: BARRA DO CHOCA, BA, Latitude: -14.8638173, Longitude: -40.5761637
Município: BARRA DO MENDES, BA, Latitude: -11.8053298, Longitude: -42.057037
Município: BARRA DO ROCHA, BA, Latitude: -14.2090974, Longitude: -39.6004395
Município: BARREIRAS, BA, Latitude: -12.1440031, Longitude: -44.9967406
Município: BARRO PRETO, BA, Latitude: -14.8068289, Longitude: -39.4727588
Município: TANQUE DARCA, AL, Latitude: None, Longitude: None
Município: SATUBA, AL, Latitude: -9.569113, Longitude: -35.822697
Município: SAO SEBASTIAO, AL, Latitude: -23.8027866, Longitude: -45.4070527
Município: SENA MADUREIRA, AC, Latitude: -9.0659556, Longitude: -68.6571058
Município: TARAUACA, AC, Latitude: -8.1602019, Longitude: -70.7665368
Município: XAPURI, AC, Latitude: -10.6511174, Longitude: -68.5017902
Município: AGUA BRANCA, AL, Latitude: -9.2613606, Longitude: -37.9361053
Município: ARAPIRACA, AL, Latitude: -9.754866, Longitude: -36.661471
Município: ATALAIA, AL, Latitude: -23.1513833, Longitude: -52.0529697
Município: BARRA DE SAO MIGUEL, AL, Latitude: -9.8261357, Longitude: -35.8837777
Município: BELEM, AL, Latitude: -1.45056, Longitude: -48.4682453
Município: BOCA DA MATA, AL, Latitude: -9.6452054, Longitude: -36.2116658
Município: BRANQUINHA, AL, Latitude: -9.2478057, Longitude: -36.0152009
Município: CACIMBINHAS, AL, Latitude: -9.401212, Longitude: -36.991082
Município: CAJUEIRO, AL, Latitude: -9.399589, Longitude: -36.1524309
Município: CAMPO ALEGRE, AL, Latitude: -26.1941684, Longitude: -49.2657484
Município: CANAPI, AL, Latitude: -9.1173572, Longitude: -37.6011704
Município: COLONIA LEOPOLDINA, AL, Latitude: -8.9144649, Longitude: -35.7220255
Município: COQUEIRO SECO, AL, Latitude: -9.637147, Longitude: -35.799377
Município: SENADOR GUIOMARD, AC, Latitude: -9.98, Longitude: -67.32429365079365
Município: RIO BRANCO, AC, Latitude: -9.9765362, Longitude: -67.8220778
Município: SAO MIGUEL DOS CAMPOS, AL, Latitude: -9.7831115, Longitude: -36.0967804
Município: PORTO ACRE, AC, Latitude: -9.5879722, Longitude: -67.53307
Município: PEIXOTO DE AZEVEDO, (null), Latitude: None, Longitude: None
Município: SAO JOAO DE MERITI, (null), Latitude: None, Longitude: None
Município: TABOAO DA SERRA, (null), Latitude: None, Longitude: None
Município: TERRA NOVA DO NORTE, (null), Latitude: None, Longitude: None
Município: VALPARAISO DE GOIAS, (null), Latitude: None, Longitude: None
Município: ACRELANDIA, AC, Latitude: -10.0759167, Longitude: -67.0526898
Município: ASSIS BRASIL, AC, Latitude: -10.9409203, Longitude: -69.5672108
Município: BRASILEIA, AC, Latitude: -11.0010413, Longitude: -68.7487894
Município: BUJARI, AC, Latitude: -9.8309656, Longitude: -67.9520886
Município: CAPIXABA, AC, Latitude: -10.5741345, Longitude: -67.6759719
Município: CRUZEIRO DO SUL, AC, Latitude: -7.6307956, Longitude: -72.6703869
Município: EPITACIOLANDIA, AC, Latitude: -11.0289439, Longitude: -68.7411519
Município: FEIJO, AC, Latitude: -8.1648652, Longitude: -70.3539579
Município: MANOEL URBANO, AC, Latitude: -8.838755, Longitude: -69.2619465
Município: PLACIDO DE CASTRO, AC, Latitude: -10.3239154, Longitude: -67.1824196
Município: DELMIRO GOUVEIA, AL, Latitude: -9.3841161, Longitude: -37.997756
Município: DOIS RIACHOS, AL, Latitude: -9.384645, Longitude: -37.096502
Município: ESTRELA DE ALAGOAS, AL, Latitude: -9.3888972, Longitude: -36.7616833
Município: FLEXEIRAS, AL, Latitude: -9.2788679, Longitude: -35.7235246
Município: NOVO LINO, AL, Latitude: -8.941905, Longitude: -35.664001
Município: OLHO DAGUA GRANDE, AL, Latitude: -6.3169286, Longitude: -35.0474445
Município: OURO BRANCO, AL, Latitude: -9.1622698, Longitude: -37.3582893
Município: PALMEIRA DOS INDIOS, AL, Latitude: -9.4076249, Longitude: -36.6323616
Município: PARICONHA, AL, Latitude: -9.2540147, Longitude: -38.0039241
Município: PILAR, AL, Latitude: -9.6016711, Longitude: -35.9511275
Município: PINDOBA, AL, Latitude: -9.473822, Longitude: -36.291829
Município: POCO DAS TRINCHEIRAS, AL, Latitude: -9.3063206, Longitude: -37.2855185
Município: PORTO REAL DO COLEGIO, AL, Latitude: -10.186833, Longitude: -36.8357056
Município: QUEBRANGULO, AL, Latitude: -9.3217611, Longitude: -36.4735837
Município: RIO LARGO, AL, Latitude: -9.477829, Longitude: -35.839435
Município: SANTA LUZIA DO NORTE, AL, Latitude: -9.6037, Longitude: -35.823196
Município: SANTANA DO IPANEMA, AL, Latitude: -9.369989, Longitude: -37.248018
Município: SAO BRAS, AL, Latitude: -10.1258829, Longitude: -36.898249
Município: SAO JOSE DA LAJE, AL, Latitude: -9.0093044, Longitude: -36.056732
Município: MURICI, AL, Latitude: -9.306823, Longitude: -35.942798
Município: MINADOR DO NEGRAO, AL, Latitude: -9.312358, Longitude: -36.869553
Município: MESSIAS, AL, Latitude: -9.393843, Longitude: -35.839182
Município: JOAQUIM GOMES, AL, Latitude: -9.1372894, Longitude: -35.7518862
Município: IBATEGUARA, AL, Latitude: -8.9737196, Longitude: -35.9279963
Município: IGACI, AL, Latitude: -9.537678, Longitude: -36.637191
Município: IGREJA NOVA, AL, Latitude: -10.1267244, Longitude: -36.658151
Município: INHAPI, AL, Latitude: -9.222095, Longitude: -37.7480654
Município: JACUIPE, AL, Latitude: -8.83951, Longitude: -35.459074
Município: JEQUIA DA PRAIA, AL, Latitude: -10.0092595, Longitude: -36.0232787
Município: JUNDIA, AL, Latitude: -8.944022, Longitude: -35.5546827
Município: MATRIZ DE CAMARAGIBE, AL, Latitude: -9.154373, Longitude: -35.524302
Município: JUNQUEIRO, AL, Latitude: -9.9201549, Longitude: -36.474737
Município: MACEIO, AL, Latitude: -9.6476843, Longitude: -35.7339264
Município: MARAVILHA, AL, Latitude: -9.230449, Longitude: -37.352419
Município: MARECHAL DEODORO, AL, Latitude: -9.709715, Longitude: -35.896731
Município: MARIBONDO, AL, Latitude: -9.5808649, Longitude: -36.3040574
Município: MATA GRANDE, AL, Latitude: -9.118243, Longitude: -37.732298
Município: CANUDOS, BA, Latitude: -9.8948692, Longitude: -39.0266244
Município: CAPIM GROSSO, BA, Latitude: -11.3793228, Longitude: -40.0112095
Município: CARAVELAS, BA, Latitude: -17.7296514, Longitude: -39.2660082
Município: MURITIBA, BA, Latitude: -12.624266, Longitude: -38.9885844
Município: NAZARE, BA, Latitude: -13.0345586, Longitude: -39.0062515
Município: NOVA FATIMA, BA, Latitude: -11.6046105, Longitude: -39.631054
Município: NOVA ITARANA, BA, Latitude: -13.0280762, Longitude: -40.0678848
Município: NOVA SOURE, BA, Latitude: -11.2409332, Longitude: -38.4774123
Município: NOVA VICOSA, BA, Latitude: -17.8907712, Longitude: -39.3725471
Município: OLINDINA, BA, Latitude: -11.3601309, Longitude: -38.3269571
Município: OLIVEIRA DOS BREJINHOS, BA, Latitude: -12.3193308, Longitude: -42.8914271
Município: OUROLANDIA, BA, Latitude: -10.9686909, Longitude: -41.0808672
Município: PALMAS DE MONTE ALTO, BA, Latitude: -14.2636093, Longitude: -43.1649976
Município: PALMEIRAS, BA, Latitude: -12.5151234, Longitude: -41.5746054
Município: PAULO AFONSO, BA, Latitude: -9.3991006, Longitude: -38.226711
Município: PEDRAO, BA, Latitude: -12.1451302, Longitude: -38.6466197
Município: PEDRO ALEXANDRE, BA, Latitude: -10.0118695, Longitude: -37.894739
Município: PIATA, BA, Latitude: -13.1535638, Longitude: -41.7743761
Município: PLANALTO, BA, Latitude: -14.6689214, Longitude: -40.481006
Município: MUTUIPE, BA, Latitude: -13.2282298, Longitude: -39.5060149
Município: MUQUEM DO SAO FRANCISCO, BA, Latitude: -12.0650162, Longitude: -43.5497188
Município: LAJE, BA, Latitude: -13.1809956, Longitude: -39.4222968
Município: MUQUEM DE SAO FRANCISCO, BA, Latitude: -15.9353738, Longitude: -49.2643749
Município: LAMARAO, BA, Latitude: -11.7954003, Longitude: -38.8852303
Município: LAURO DE FREITAS, BA, Latitude: -12.89242, Longitude: -38.3127691
Município: LENCOIS, BA, Latitude: -12.5634288, Longitude: -41.3901717
Município: LUIS EDUARDO MAGALHAES, BA, Latitude: -12.0869117, Longitude: -45.7834163
Município: MACURURE, BA, Latitude: -9.1717089, Longitude: -39.0574899
Município: MALHADA DE PEDRAS, BA, Latitude: -14.3866285, Longitude: -41.8791848
Município: MANOEL VITORINO, BA, Latitude: -14.1448395, Longitude: -40.2439696
Município: MANSIDAO, BA, Latitude: -10.7196537, Longitude: -44.0356021
Município: MARACAS, BA, Latitude: -13.4408898, Longitude: -40.433052
Município: MARAU, BA, Latitude: -14.103022, Longitude: -39.0144322
Município: MASCOTE, BA, Latitude: -15.5645474, Longitude: -39.3026663
Município: MILAGRES, BA, Latitude: -12.864635, Longitude: -39.861092
Município: MORPARA, BA, Latitude: -11.5628341, Longitude: -43.2768414
Município: MUCURI, BA, Latitude: -18.0787156, Longitude: -39.5469886
Município: MUNDO NOVO, BA, Latitude: -11.8573859, Longitude: -40.4731656
Município: POCOES, BA, Latitude: -14.5274879, Longitude: -40.3665326
Município: POJUCA, BA, Latitude: -12.4260268, Longitude: -38.3266573
Município: PONTO NOVO, BA, Latitude: -10.8642828, Longitude: -40.1328306
Município: PORTO SEGURO, BA, Latitude: -16.443473, Longitude: -39.064251
Município: SANTA LUZIA, BA, Latitude: -15.4307844, Longitude: -39.3303259
Município: SANTA MARIA DA VITORIA, BA, Latitude: -13.3901477, Longitude: -44.2013167
Município: SANTA RITA DE CASSIA, BA, Latitude: -11.0013969, Longitude: -44.5209684
Município: SANTA TERESINHA, BA, Latitude: -7.0849073, Longitude: -37.4433667
Município: SANTO AMARO, BA, Latitude: -12.5519686, Longitude: -38.7060448
Município: SANTO ANTONIO DE JESUS, BA, Latitude: -12.9689361, Longitude: -39.260914
Município: SANTO ESTEVAO, BA, Latitude: -12.4340621, Longitude: -39.2556115
Município: SAO DESIDERIO, BA, Latitude: -12.357196, Longitude: -44.976881
Município: SAO DOMINGOS, BA, Latitude: -11.4636112, Longitude: -39.526527
Município: SAO FELIX, BA, Latitude: -12.6069891, Longitude: -38.9695574
Município: SAO FELIX DO CORIBE, BA, Latitude: -13.4041311, Longitude: -44.1902554
Município: SAO FRANCISCO DO CONDE, BA, Latitude: -12.628108, Longitude: -38.6811326
Município: SAO GONCALO DOS CAMPOS, BA, Latitude: -12.4339991, Longitude: -38.9488082
Município: SAO JOSE DA VITORIA, BA, Latitude: -15.0790716, Longitude: -39.3365369
Município: SAO JOSE DO JACUIPE, BA, Latitude: -11.5040358, Longitude: -40.025658
Município: SANTA INES, BA, Latitude: -13.2897697, Longitude: -39.8179701
Município: SANTA CRUZ CABRALIA, BA, Latitude: -16.2815556, Longitude: -39.0239196
Município: SANTA BRIGIDA, BA, Latitude: -9.7343772, Longitude: -38.1259256
Município: RIACHAO DAS NEVES, BA, Latitude: -11.7481049, Longitude: -44.9109851
Município: PRADO, BA, Latitude: -17.336357, Longitude: -39.222721
Município: PRESIDENTE TANCREDO NEVES, BA, Latitude: -13.4556558, Longitude: -39.4212197
Município: QUIJINGUE, BA, Latitude: -10.7513728, Longitude: -39.2075228
Município: QUIXABEIRA, BA, Latitude: -11.4123294, Longitude: -40.1264724
Município: RAFAEL JAMBEIRO, BA, Latitude: -12.3988144, Longitude: -39.5020289
Município: REMANSO, BA, Latitude: -9.6179416, Longitude: -42.0830557
Município: RIACHAO DO JACUIPE, BA, Latitude: -11.8071084, Longitude: -39.3816843
Município: SANTA BARBARA, BA, Latitude: -11.9543757, Longitude: -38.9736385
Município: RIBEIRA DO AMPARO, BA, Latitude: -11.0412527, Longitude: -38.4299461
Município: RIBEIRA DO POMBAL, BA, Latitude: -10.837299, Longitude: -38.538152
Município: RIO DO ANTONIO, BA, Latitude: -14.4073367, Longitude: -42.0767012
Município: RIO REAL, BA, Latitude: -11.4869788, Longitude: -37.9317491
Município: RUY BARBOSA, BA, Latitude: -12.2856669, Longitude: -40.4958361
Município: SALVADOR, BA, Latitude: -12.9822499, Longitude: -38.4812772
Município: LAJEDINHO, BA, Latitude: -12.3555395, Longitude: -40.9033041
Município: LAGOA REAL, BA, Latitude: -14.0346296, Longitude: -42.1421925
Município: CASA NOVA, BA, Latitude: -9.1736775, Longitude: -40.9734475
Município: CRUZ DAS ALMAS, BA, Latitude: -12.6722649, Longitude: -39.1053665
Município: DARIO MEIRA, BA, Latitude: -14.4332181, Longitude: -39.9028712
Município: DOM MACEDO COSTA, BA, Latitude: -12.907806, Longitude: -39.1905875
Município: ENCRUZILHADA, BA, Latitude: -15.5322113, Longitude: -40.9072488
Município: ENTRE RIOS, BA, Latitude: -11.9423743, Longitude: -38.0836985
Município: ESPLANADA, BA, Latitude: -11.800614, Longitude: -37.9453
Município: EUCLIDES DA CUNHA, BA, Latitude: -10.5060835, Longitude: -39.0129875
Município: EUNAPOLIS, BA, Latitude: -16.3722412, Longitude: -39.575704
Município: FEIRA DE SANTANA, BA, Latitude: -12.2578934, Longitude: -38.9598047
Município: FILADELFIA, BA, Latitude: -10.7418885, Longitude: -40.1304175
Município: FLORESTA AZUL, BA, Latitude: -14.8602238, Longitude: -39.6561384
Município: FORMOSA DO RIO PRETO, BA, Latitude: -11.0414544, Longitude: -45.1903983
Município: GANDU, BA, Latitude: -13.7448138, Longitude: -39.4844732
Município: GAVIAO, BA, Latitude: -11.4714303, Longitude: -39.7826316
Município: GONGOGI, BA, Latitude: -14.3240248, Longitude: -39.4665106
Município: GOVERNADOR MANGABEIRA, BA, Latitude: -12.6038648, Longitude: -39.0372154
Município: CURACA, BA, Latitude: -8.9925655, Longitude: -39.9053169
Município: CRISTOPOLIS, BA, Latitude: -12.2349301, Longitude: -44.4160811
Município: LAFAIETE COUTINHO, BA, Latitude: -13.6557671, Longitude: -40.2121188
Município: CRISOPOLIS, BA, Latitude: -11.5105813, Longitude: -38.1506278
Município: CASTRO ALVES, BA, Latitude: -12.7617572, Longitude: -39.4284444
Município: CATOLANDIA, BA, Latitude: -12.315088, Longitude: -44.8616434
Município: CATU, BA, Latitude: -12.351274, Longitude: -38.379108
Município: CHORROCHO, BA, Latitude: -8.9774059, Longitude: -39.0993132
Município: CICERO DANTAS, BA, Latitude: -10.5932265, Longitude: -38.3834411
Município: CIPO, BA, Latitude: -11.0990534, Longitude: -38.5153006
Município: COCOS, BA, Latitude: -14.1811222, Longitude: -44.5382117
Município: CONCEICAO DA FEIRA, BA, Latitude: -12.5013001, Longitude: -39.0002166
Município: CONCEICAO DO ALMEIDA, BA, Latitude: -12.7772763, Longitude: -39.1692214
Município: CONCEICAO DO COITE, BA, Latitude: -11.5629384, Longitude: -39.2839543
Município: CONCEICAO DO JACUIPE, BA, Latitude: -12.326831, Longitude: -38.768433
Município: CORACAO DE MARIA, BA, Latitude: -12.2484345, Longitude: -38.7499274
Município: CORONEL JOAO SA, BA, Latitude: -10.2856387, Longitude: -37.9259435
Município: CORRENTINA, BA, Latitude: -13.344157, Longitude: -44.6345066
Município: COTEGIPE, BA, Latitude: -12.0315387, Longitude: -44.260401
Município: GUANAMBI, BA, Latitude: -14.223066, Longitude: -42.779943
Município: HELIOPOLIS, BA, Latitude: -10.6753416, Longitude: -38.2815308
Município: IBICARAI, BA, Latitude: -14.8625311, Longitude: -39.5890865
Município: IBIQUERA, BA, Latitude: -12.6489164, Longitude: -40.9323004
Município: ITANHEM, BA, Latitude: -17.1665806, Longitude: -40.3291027
Município: ITAPE, BA, Latitude: -14.8970856, Longitude: -39.4246637
Município: ITAPEBI, BA, Latitude: -15.9691891, Longitude: -39.5320541
Município: ITAQUARA, BA, Latitude: -13.4464331, Longitude: -39.9384891
Município: ITATIM, BA, Latitude: -12.7073174, Longitude: -39.6974476
Município: JACOBINA, BA, Latitude: -11.1851561, Longitude: -40.5112434
Município: JAGUAQUARA, BA, Latitude: -13.5294974, Longitude: -39.9693081
Município: JAGUARARI, BA, Latitude: -10.2575875, Longitude: -40.1944363
Município: JAGUARIPE, BA, Latitude: -13.1147557, Longitude: -38.8944977
Município: JEQUIE, BA, Latitude: -13.8604033, Longitude: -40.0719627
Município: JEREMOABO, BA, Latitude: -10.0754917, Longitude: -38.3476326
Município: JIQUIRICA, BA, Latitude: -13.255353, Longitude: -39.5693044
Município: JITAUNA, BA, Latitude: -14.017019, Longitude: -39.8889976
Município: JUAZEIRO, BA, Latitude: -9.4336959, Longitude: -40.5068201
Município: JUSSARI, BA, Latitude: -15.1882453, Longitude: -39.493597
Município: ITAMARAJU, BA, Latitude: -17.0363103, Longitude: -39.527994
Município: ITAJUIPE, BA, Latitude: -14.6744381, Longitude: -39.3759427
Município: ITAGIMIRIM, BA, Latitude: -16.0852591, Longitude: -39.614789
Município: ILHEUS, BA, Latitude: -14.792599, Longitude: -39.0453843
Município: IBIRAPITANGA, BA, Latitude: -14.1615686, Longitude: -39.369522
Município: IBIRAPUA, BA, Latitude: -17.6873491, Longitude: -40.109661
Município: IBIRATAIA, BA, Latitude: -14.0689024, Longitude: -39.6394008
Município: IBITIARA, BA, Latitude: -12.6493766, Longitude: -42.2172476
Município: IBOTIRAMA, BA, Latitude: -12.1829519, Longitude: -43.2181138
Município: IGAPORA, BA, Latitude: -13.7725318, Longitude: -42.7168442
Município: INHAMBUPE, BA, Latitude: -11.7921718, Longitude: -38.3596957
Município: ITAGI, BA, Latitude: -14.1627902, Longitude: -40.0069366
Município: IPIAU, BA, Latitude: -14.1318211, Longitude: -39.7373177
Município: IRAJUBA, BA, Latitude: -13.2525307, Longitude: -40.0842042
Município: ITABELA, BA, Latitude: -16.5742292, Longitude: -39.5619193
Município: ITABERABA, BA, Latitude: -12.524182, Longitude: -40.305897
Município: ITABUNA, BA, Latitude: -14.793173, Longitude: -39.2750341
Município: ITACARE, BA, Latitude: -14.2779427, Longitude: -38.9955683
Município: FORTALEZA DOS NOGUEIRAS, MA, Latitude: -6.9643779, Longitude: -46.1703933
Município: GOVERNADOR EDISON LOBAO, MA, Latitude: -5.7456705, Longitude: -47.363091
Município: GOVERNADOR EUGENIO BARROS, MA, Latitude: -5.3200262, Longitude: -44.2440583
Município: ELDORADO, MS, Latitude: -23.7838809, Longitude: -54.2832024
Município: FIGUEIRAO, MS, Latitude: -18.67821, Longitude: -53.6379864
